id,counts,density,name,acronym
0,0,0,b'background',b'background',b'background',b'background',b'background',b'background',b'background',b'background',b'background'
517,0,0,"b'Entorhinal area, medial part, ventral zone'",b'ENTmv',b'ENTmv',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
518,0,0,"b'Entorhinal area, medial part, ventral zone, layer 1'",b'ENTmv1',b'ENTmv',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
519,0,0,"b'Entorhinal area, medial part, ventral zone, layer 2'",b'ENTmv2',b'ENTmv',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
520,0,0,"b'Entorhinal area, medial part, ventral zone, layer 3'",b'ENTmv3',b'ENTmv',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
521,0,0,"b'Entorhinal area, medial part, ventral zone, layer 4'",b'ENTmv4',b'ENTmv',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
522,0,0,"b'Entorhinal area, medial part, ventral zone, layer 5/6'",b'ENTmv5/6',b'ENTmv',b'ENT',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
523,0,0,b'Parasubiculum',b'PAR',b'PAR',b'PAR',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
524,0,0,"b'Parasubiculum, layer 1'",b'PAR1',b'PAR1',b'PAR',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
525,0,0,"b'Parasubiculum, layer 2'",b'PAR2',b'PAR2',b'PAR',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
526,0,0,"b'Parasubiculum, layer 3'",b'PAR3',b'PAR3',b'PAR',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
527,0,0,b'Postsubiculum',b'POST',b'POST',b'POST',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
528,0,0,"b'Postsubiculum, layer 1'",b'POST1',b'POST1',b'POST',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
529,0,0,"b'Postsubiculum, layer 2'",b'POST2',b'POST2',b'POST',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
530,0,0,"b'Postsubiculum, layer 3'",b'POST3',b'POST3',b'POST',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
531,0,0,b'Presubiculum',b'PRE',b'PRE',b'PRE',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
532,0,0,"b'Presubiculum, layer 1'",b'PRE1',b'PRE1',b'PRE',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
533,0,0,"b'Presubiculum, layer 2'",b'PRE2',b'PRE2',b'PRE',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
534,0,0,"b'Presubiculum, layer 3'",b'PRE3',b'PRE3',b'PRE',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
535,0,0,b'Subiculum',b'SUB',b'SUB',b'SUB',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
536,0,0,"b'Subiculum, dorsal part'",b'SUBd',b'SUBd',b'SUB',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
537,0,0,"b'Subiculum, dorsal part, molecular layer'",b'SUBd-m',b'SUBd',b'SUB',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
538,0,0,"b'Subiculum, dorsal part, pyramidal layer'",b'SUBd-sp',b'SUBd',b'SUB',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
539,0,0,"b'Subiculum, dorsal part, stratum radiatum'",b'SUBd-sr',b'SUBd',b'SUB',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
540,0,0,"b'Subiculum, ventral part'",b'SUBv',b'SUBv',b'SUB',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
541,0,0,"b'Subiculum, ventral part, molecular layer'",b'SUBv-m',b'SUBv',b'SUB',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
542,0,0,"b'Subiculum, ventral part, pyramidal layer'",b'SUBv-sp',b'SUBv',b'SUB',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
543,0,0,"b'Subiculum, ventral part, stratum radiatum'",b'SUBv-sr',b'SUBv',b'SUB',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
544,0,0,b'Prosubiculum',b'ProS',b'ProS',b'ProS',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
545,0,0,"b'Prosubiculum, dorsal part'",b'ProSd',b'ProSd',b'ProS',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
546,0,0,"b'Prosubiculum, dorsal part, molecular layer'",b'ProSd-m',b'ProSd',b'ProS',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
547,0,0,"b'Prosubiculum, dorsal part, pyramidal layer'",b'ProSd-sp',b'ProSd',b'ProS',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
548,0,0,"b'Prosubiculum, dorsal part, stratum radiatum'",b'ProSd-sr',b'ProSd',b'ProS',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
549,0,0,"b'Prosubiculum, ventral part'",b'ProSv',b'ProSv',b'ProS',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
550,0,0,"b'Prosubiculum, ventral part, molecular layer'",b'ProSv-m',b'ProSv',b'ProS',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
551,0,0,"b'Prosubiculum, ventral part, pyramidal layer'",b'ProSv-sp',b'ProSv',b'ProS',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
552,0,0,"b'Prosubiculum, ventral part, stratum radiatum'",b'Prosv-sr',b'ProSv',b'ProS',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
553,0,0,b'Hippocampo-amygdalar transition area',b'HATA',b'HATA',b'HATA',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
554,0,0,b'Area prostriata',b'APr',b'APr',b'APr',b'RHP',b'HPF',b'CTXpl',b'CTX',b'CH'
555,0,0,b'Cortical subplate',b'CTXsp',b'CTXsp',b'CTXsp',b'CTXsp',b'CTXsp',b'CTXsp',b'CTX',b'CH'
556,0,0,"b'Layer 6b, isocortex'",b'6b',b'6b',b'6b',b'6b',b'6b',b'CTXsp',b'CTX',b'CH'
557,0,0,b'Claustrum',b'CLA',b'CLA',b'CLA',b'CLA',b'CLA',b'CTXsp',b'CTX',b'CH'
558,0,0,b'Endopiriform nucleus',b'EP',b'EP',b'EP',b'EP',b'EP',b'CTXsp',b'CTX',b'CH'
559,0,0,"b'Endopiriform nucleus, dorsal part'",b'EPd',b'EPd',b'EPd',b'EPd',b'EP',b'CTXsp',b'CTX',b'CH'
560,0,0,"b'Endopiriform nucleus, ventral part'",b'EPv',b'EPv',b'EPv',b'EPv',b'EP',b'CTXsp',b'CTX',b'CH'
561,0,0,b'Lateral amygdalar nucleus',b'LA',b'LA',b'LA',b'LA',b'LA',b'CTXsp',b'CTX',b'CH'
562,0,0,b'Basolateral amygdalar nucleus',b'BLA',b'BLA',b'BLA',b'BLA',b'BLA',b'CTXsp',b'CTX',b'CH'
563,0,0,"b'Basolateral amygdalar nucleus, anterior part'",b'BLAa',b'BLAa',b'BLAa',b'BLAa',b'BLA',b'CTXsp',b'CTX',b'CH'
564,0,0,"b'Basolateral amygdalar nucleus, posterior part'",b'BLAp',b'BLAp',b'BLAp',b'BLAp',b'BLA',b'CTXsp',b'CTX',b'CH'
565,0,0,"b'Basolateral amygdalar nucleus, ventral part'",b'BLAv',b'BLAv',b'BLAv',b'BLAv',b'BLA',b'CTXsp',b'CTX',b'CH'
566,0,0,b'Basomedial amygdalar nucleus',b'BMA',b'BMA',b'BMA',b'BMA',b'BMA',b'CTXsp',b'CTX',b'CH'
567,0,0,"b'Basomedial amygdalar nucleus, anterior part'",b'BMAa',b'BMAa',b'BMAa',b'BMAa',b'BMA',b'CTXsp',b'CTX',b'CH'
568,0,0,"b'Basomedial amygdalar nucleus, posterior part'",b'BMAp',b'BMAp',b'BMAp',b'BMAp',b'BMA',b'CTXsp',b'CTX',b'CH'
569,0,0,b'Posterior amygdalar nucleus',b'PA',b'PA',b'PA',b'PA',b'PA',b'CTXsp',b'CTX',b'CH'
570,0,0,b'Cerebral nuclei',b'CNU',b'CNU',b'CNU',b'CNU',b'CNU',b'CNU',b'CNU',b'CH'
571,0,0,b'Striatum',b'STR',b'STR',b'STR',b'STR',b'STR',b'STR',b'CNU',b'CH'
572,0,0,b'Striatum dorsal region',b'STRd',b'STRd',b'STRd',b'STRd',b'STRd',b'STR',b'CNU',b'CH'
573,0,0,b'Caudoputamen',b'CP',b'CP',b'CP',b'CP',b'STRd',b'STR',b'CNU',b'CH'
574,0,0,b'Striatum ventral region',b'STRv',b'STRv',b'STRv',b'STRv',b'STRv',b'STR',b'CNU',b'CH'
575,0,0,b'Nucleus accumbens',b'ACB',b'ACB',b'ACB',b'ACB',b'STRv',b'STR',b'CNU',b'CH'
576,0,0,b'Fundus of striatum',b'FS',b'FS',b'FS',b'FS',b'STRv',b'STR',b'CNU',b'CH'
577,0,0,b'Olfactory tubercle',b'OT',b'OT',b'OT',b'OT',b'STRv',b'STR',b'CNU',b'CH'
578,0,0,b'Islands of Calleja',b'isl',b'isl',b'isl',b'OT',b'STRv',b'STR',b'CNU',b'CH'
579,0,0,b'Major island of Calleja',b'islm',b'islm',b'islm',b'OT',b'STRv',b'STR',b'CNU',b'CH'
580,0,0,"b'Olfactory tubercle, layers 1-3'",b'OT1-3',b'OT1-3',b'OT1-3',b'OT',b'STRv',b'STR',b'CNU',b'CH'
581,0,0,"b'Olfactory tubercle, molecular layer'",b'OT1',b'OT1',b'OT1',b'OT',b'STRv',b'STR',b'CNU',b'CH'
582,0,0,"b'Olfactory tubercle, pyramidal layer'",b'OT2',b'OT2',b'OT2',b'OT',b'STRv',b'STR',b'CNU',b'CH'
583,0,0,"b'Olfactory tubercle, polymorph layer'",b'OT3',b'OT3',b'OT3',b'OT',b'STRv',b'STR',b'CNU',b'CH'
584,0,0,b'Lateral strip of striatum',b'LSS',b'LSS',b'LSS',b'LSS',b'STRv',b'STR',b'CNU',b'CH'
585,0,0,b'Lateral septal complex',b'LSX',b'LSX',b'LSX',b'LSX',b'LSX',b'STR',b'CNU',b'CH'
586,0,0,b'Lateral septal nucleus',b'LS',b'LS',b'LS',b'LS',b'LSX',b'STR',b'CNU',b'CH'
587,0,0,"b'Lateral septal nucleus, caudal (caudodorsal) part'",b'LSc',b'LSc',b'LSc',b'LS',b'LSX',b'STR',b'CNU',b'CH'
588,0,0,"b'Lateral septal nucleus, rostral (rostroventral) part'",b'LSr',b'LSr',b'LSr',b'LS',b'LSX',b'STR',b'CNU',b'CH'
589,0,0,"b'Lateral septal nucleus, ventral part'",b'LSv',b'LSv',b'LSv',b'LS',b'LSX',b'STR',b'CNU',b'CH'
590,0,0,b'Septofimbrial nucleus',b'SF',b'SF',b'SF',b'SF',b'LSX',b'STR',b'CNU',b'CH'
591,0,0,b'Septohippocampal nucleus',b'SH',b'SH',b'SH',b'SH',b'LSX',b'STR',b'CNU',b'CH'
592,0,0,b'Striatum-like amygdalar nuclei',b'sAMY',b'sAMY',b'sAMY',b'sAMY',b'sAMY',b'STR',b'CNU',b'CH'
593,0,0,b'Anterior amygdalar area',b'AAA',b'AAA',b'AAA',b'AAA',b'sAMY',b'STR',b'CNU',b'CH'
594,0,0,b'Bed nucleus of the accessory olfactory tract',b'BA',b'BA',b'BA',b'BA',b'sAMY',b'STR',b'CNU',b'CH'
595,0,0,b'Central amygdalar nucleus',b'CEA',b'CEA',b'CEA',b'CEA',b'sAMY',b'STR',b'CNU',b'CH'
596,0,0,"b'Central amygdalar nucleus, capsular part'",b'CEAc',b'CEAc',b'CEAc',b'CEA',b'sAMY',b'STR',b'CNU',b'CH'
597,0,0,"b'Central amygdalar nucleus, lateral part'",b'CEAl',b'CEAl',b'CEAl',b'CEA',b'sAMY',b'STR',b'CNU',b'CH'
598,0,0,"b'Central amygdalar nucleus, medial part'",b'CEAm',b'CEAm',b'CEAm',b'CEA',b'sAMY',b'STR',b'CNU',b'CH'
599,0,0,b'Intercalated amygdalar nucleus',b'IA',b'IA',b'IA',b'IA',b'sAMY',b'STR',b'CNU',b'CH'
600,0,0,b'Medial amygdalar nucleus',b'MEA',b'MEA',b'MEA',b'MEA',b'sAMY',b'STR',b'CNU',b'CH'
601,0,0,"b'Medial amygdalar nucleus, anterodorsal part'",b'MEAad',b'MEAad',b'MEAad',b'MEA',b'sAMY',b'STR',b'CNU',b'CH'
602,0,0,"b'Medial amygdalar nucleus, anteroventral part'",b'MEAav',b'MEAav',b'MEAav',b'MEA',b'sAMY',b'STR',b'CNU',b'CH'
603,0,0,"b'Medial amygdalar nucleus, posterodorsal part'",b'MEApd',b'MEApd',b'MEApd',b'MEA',b'sAMY',b'STR',b'CNU',b'CH'
604,0,0,"b'Medial amygdalar nucleus, posterodorsal part, sublayer a'",b'MEApd-a',b'MEApd-a',b'MEApd',b'MEA',b'sAMY',b'STR',b'CNU',b'CH'
605,0,0,"b'Medial amygdalar nucleus, posterodorsal part, sublayer b'",b'MEApd-b',b'MEApd-b',b'MEApd',b'MEA',b'sAMY',b'STR',b'CNU',b'CH'
606,0,0,"b'Medial amygdalar nucleus, posterodorsal part, sublayer c'",b'MEApd-c',b'MEApd-c',b'MEApd',b'MEA',b'sAMY',b'STR',b'CNU',b'CH'
607,0,0,"b'Medial amygdalar nucleus, posteroventral part'",b'MEApv',b'MEApv',b'MEApv',b'MEA',b'sAMY',b'STR',b'CNU',b'CH'
608,0,0,b'Pallidum',b'PAL',b'PAL',b'PAL',b'PAL',b'PAL',b'PAL',b'CNU',b'CH'
609,0,0,"b'Pallidum, dorsal region'",b'PALd',b'PALd',b'PALd',b'PALd',b'PALd',b'PAL',b'CNU',b'CH'
610,0,0,"b'Globus pallidus, external segment'",b'GPe',b'GPe',b'GPe',b'GPe',b'PALd',b'PAL',b'CNU',b'CH'
611,0,0,"b'Globus pallidus, internal segment'",b'GPi',b'GPi',b'GPi',b'GPi',b'PALd',b'PAL',b'CNU',b'CH'
612,0,0,"b'Pallidum, ventral region'",b'PALv',b'PALv',b'PALv',b'PALv',b'PALv',b'PAL',b'CNU',b'CH'
613,0,0,b'Substantia innominata',b'SI',b'SI',b'SI',b'SI',b'PALv',b'PAL',b'CNU',b'CH'
614,0,0,b'Magnocellular nucleus',b'MA',b'MA',b'MA',b'MA',b'PALv',b'PAL',b'CNU',b'CH'
615,0,0,"b'Pallidum, medial region'",b'PALm',b'PALm',b'PALm',b'PALm',b'PALm',b'PAL',b'CNU',b'CH'
616,0,0,b'Medial septal complex',b'MSC',b'MSC',b'MSC',b'MSC',b'PALm',b'PAL',b'CNU',b'CH'
617,0,0,b'Medial septal nucleus',b'MS',b'MS',b'MS',b'MSC',b'PALm',b'PAL',b'CNU',b'CH'
618,0,0,b'Diagonal band nucleus',b'NDB',b'NDB',b'NDB',b'MSC',b'PALm',b'PAL',b'CNU',b'CH'
619,0,0,b'Triangular nucleus of septum',b'TRS',b'TRS',b'TRS',b'TRS',b'PALm',b'PAL',b'CNU',b'CH'
620,0,0,"b'Pallidum, caudal region'",b'PALc',b'PALc',b'PALc',b'PALc',b'PALc',b'PAL',b'CNU',b'CH'
621,0,0,b'Bed nuclei of the stria terminalis',b'BST',b'BST',b'BST',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
622,0,0,"b'Bed nuclei of the stria terminalis, anterior division'",b'BSTa',b'BSTa',b'BSTa',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
623,0,0,"b'Bed nuclei of the stria terminalis, anterior division, anterolateral area'",b'BSTal',b'BSTal',b'BSTa',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
624,0,0,"b'Bed nuclei of the stria terminalis, anterior division, anteromedial area'",b'BSTam',b'BSTam',b'BSTa',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
625,0,0,"b'Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus'",b'BSTdm',b'BSTdm',b'BSTa',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
626,0,0,"b'Bed nuclei of the stria terminalis, anterior division, fusiform nucleus'",b'BSTfu',b'BSTfu',b'BSTa',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
627,0,0,"b'Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus'",b'BSTju',b'BSTju',b'BSTa',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
628,0,0,"b'Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus'",b'BSTmg',b'BSTmg',b'BSTa',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
629,0,0,"b'Bed nuclei of the stria terminalis, anterior division, oval nucleus'",b'BSTov',b'BSTov',b'BSTa',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
630,0,0,"b'Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus'",b'BSTrh',b'BSTrh',b'BSTa',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
631,0,0,"b'Bed nuclei of the stria terminalis, anterior division, ventral nucleus'",b'BSTv',b'BSTv',b'BSTa',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
632,0,0,"b'Bed nuclei of the stria terminalis, posterior division'",b'BSTp',b'BSTp',b'BSTp',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
633,0,0,"b'Bed nuclei of the stria terminalis, posterior division, dorsal nucleus'",b'BSTd',b'BSTd',b'BSTp',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
634,0,0,"b'Bed nuclei of the stria terminalis, posterior division, principal nucleus'",b'BSTpr',b'BSTpr',b'BSTp',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
635,0,0,"b'Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus'",b'BSTif',b'BSTif',b'BSTp',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
636,0,0,"b'Bed nuclei of the stria terminalis, posterior division, transverse nucleus'",b'BSTtr',b'BSTtr',b'BSTp',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
637,0,0,"b'Bed nuclei of the stria terminalis, posterior division, strial extension'",b'BSTse',b'BSTse',b'BSTp',b'BST',b'PALc',b'PAL',b'CNU',b'CH'
638,0,0,b'Bed nucleus of the anterior commissure',b'BAC',b'BAC',b'BAC',b'BAC',b'PALc',b'PAL',b'CNU',b'CH'
639,0,0,b'Brain stem',b'BS',b'BS',b'BS',b'BS',b'BS',b'BS',b'BS',b'BS'
640,0,0,b'Interbrain',b'IB',b'IB',b'IB',b'IB',b'IB',b'IB',b'IB',b'BS'
641,0,0,b'Thalamus',b'TH',b'TH',b'TH',b'TH',b'TH',b'TH',b'IB',b'BS'
642,0,0,"b'Thalamus, sensory-motor cortex related'",b'DORsm',b'DORsm',b'DORsm',b'DORsm',b'DORsm',b'TH',b'IB',b'BS'
643,0,0,b'Ventral group of the dorsal thalamus',b'VENT',b'VENT',b'VENT',b'VENT',b'DORsm',b'TH',b'IB',b'BS'
644,0,0,b'Ventral anterior-lateral complex of the thalamus',b'VAL',b'VAL',b'VAL',b'VENT',b'DORsm',b'TH',b'IB',b'BS'
645,0,0,b'Ventral medial nucleus of the thalamus',b'VM',b'VM',b'VM',b'VENT',b'DORsm',b'TH',b'IB',b'BS'
646,0,0,b'Ventral posterior complex of the thalamus',b'VP',b'VP',b'VP',b'VENT',b'DORsm',b'TH',b'IB',b'BS'
647,0,0,b'Ventral posterolateral nucleus of the thalamus',b'VPL',b'VPL',b'VP',b'VENT',b'DORsm',b'TH',b'IB',b'BS'
648,0,0,"b'Ventral posterolateral nucleus of the thalamus, parvicellular part'",b'VPLpc',b'VPLpc',b'VP',b'VENT',b'DORsm',b'TH',b'IB',b'BS'
649,0,0,b'Ventral posteromedial nucleus of the thalamus',b'VPM',b'VPM',b'VP',b'VENT',b'DORsm',b'TH',b'IB',b'BS'
650,0,0,"b'Ventral posteromedial nucleus of the thalamus, parvicellular part'",b'VPMpc',b'VPMpc',b'VP',b'VENT',b'DORsm',b'TH',b'IB',b'BS'
651,0,0,b'Posterior triangular thalamic nucleus',b'PoT',b'PoT',b'PoT',b'VENT',b'DORsm',b'TH',b'IB',b'BS'
652,0,0,b'Subparafascicular nucleus',b'SPF',b'SPF',b'SPF',b'SPF',b'DORsm',b'TH',b'IB',b'BS'
653,0,0,"b'Subparafascicular nucleus, magnocellular part'",b'SPFm',b'SPFm',b'SPFm',b'SPF',b'DORsm',b'TH',b'IB',b'BS'
654,0,0,"b'Subparafascicular nucleus, parvicellular part'",b'SPFp',b'SPFp',b'SPFp',b'SPF',b'DORsm',b'TH',b'IB',b'BS'
655,0,0,b'Subparafascicular area',b'SPA',b'SPA',b'SPA',b'SPA',b'DORsm',b'TH',b'IB',b'BS'
656,0,0,b'Peripeduncular nucleus',b'PP',b'PP',b'PP',b'PP',b'DORsm',b'TH',b'IB',b'BS'
657,0,0,"b'Geniculate group, dorsal thalamus'",b'GENd',b'GENd',b'GENd',b'GENd',b'DORsm',b'TH',b'IB',b'BS'
658,0,0,b'Medial geniculate complex',b'MG',b'MG',b'MG',b'GENd',b'DORsm',b'TH',b'IB',b'BS'
659,0,0,"b'Medial geniculate complex, dorsal part'",b'MGd',b'MGd',b'MG',b'GENd',b'DORsm',b'TH',b'IB',b'BS'
660,0,0,"b'Medial geniculate complex, ventral part'",b'MGv',b'MGv',b'MG',b'GENd',b'DORsm',b'TH',b'IB',b'BS'
661,0,0,"b'Medial geniculate complex, medial part'",b'MGm',b'MGm',b'MG',b'GENd',b'DORsm',b'TH',b'IB',b'BS'
662,0,0,b'Dorsal part of the lateral geniculate complex',b'LGd',b'LGd',b'LGd',b'GENd',b'DORsm',b'TH',b'IB',b'BS'
663,0,0,"b'Dorsal part of the lateral geniculate complex, shell'",b'LGd-sh',b'LGd-sh',b'LGd',b'GENd',b'DORsm',b'TH',b'IB',b'BS'
664,0,0,"b'Dorsal part of the lateral geniculate complex, core'",b'LGd-co',b'LGd-co',b'LGd',b'GENd',b'DORsm',b'TH',b'IB',b'BS'
665,0,0,"b'Dorsal part of the lateral geniculate complex, ipsilateral zone'",b'LGd-ip',b'LGd-ip',b'LGd',b'GENd',b'DORsm',b'TH',b'IB',b'BS'
666,0,0,"b'Thalamus, polymodal association cortex related'",b'DORpm',b'DORpm',b'DORpm',b'DORpm',b'DORpm',b'TH',b'IB',b'BS'
667,0,0,b'Lateral group of the dorsal thalamus',b'LAT',b'LAT',b'LAT',b'LAT',b'DORpm',b'TH',b'IB',b'BS'
668,0,0,b'Lateral posterior nucleus of the thalamus',b'LP',b'LP',b'LP',b'LAT',b'DORpm',b'TH',b'IB',b'BS'
669,0,0,b'Posterior complex of the thalamus',b'PO',b'PO',b'PO',b'LAT',b'DORpm',b'TH',b'IB',b'BS'
670,0,0,b'Posterior limiting nucleus of the thalamus',b'POL',b'POL',b'POL',b'LAT',b'DORpm',b'TH',b'IB',b'BS'
671,0,0,b'Suprageniculate nucleus',b'SGN',b'SGN',b'SGN',b'LAT',b'DORpm',b'TH',b'IB',b'BS'
672,0,0,b'Ethmoid nucleus of the thalamus',b'Eth',b'Eth',b'Eth',b'LAT',b'DORpm',b'TH',b'IB',b'BS'
673,0,0,b'Retroethmoid nucleus',b'REth',b'REth',b'REth',b'LAT',b'DORpm',b'TH',b'IB',b'BS'
674,0,0,b'Anterior group of the dorsal thalamus',b'ATN',b'ATN',b'ATN',b'ATN',b'DORpm',b'TH',b'IB',b'BS'
675,0,0,b'Anteroventral nucleus of thalamus',b'AV',b'AV',b'AV',b'ATN',b'DORpm',b'TH',b'IB',b'BS'
676,0,0,b'Anteromedial nucleus',b'AM',b'AM',b'AM',b'ATN',b'DORpm',b'TH',b'IB',b'BS'
677,0,0,"b'Anteromedial nucleus, dorsal part'",b'AMd',b'AMd',b'AM',b'ATN',b'DORpm',b'TH',b'IB',b'BS'
678,0,0,"b'Anteromedial nucleus, ventral part'",b'AMv',b'AMv',b'AM',b'ATN',b'DORpm',b'TH',b'IB',b'BS'
679,0,0,b'Anterodorsal nucleus',b'AD',b'AD',b'AD',b'ATN',b'DORpm',b'TH',b'IB',b'BS'
680,0,0,b'Interanteromedial nucleus of the thalamus',b'IAM',b'IAM',b'IAM',b'ATN',b'DORpm',b'TH',b'IB',b'BS'
681,0,0,b'Interanterodorsal nucleus of the thalamus',b'IAD',b'IAD',b'IAD',b'ATN',b'DORpm',b'TH',b'IB',b'BS'
682,0,0,b'Lateral dorsal nucleus of thalamus',b'LD',b'LD',b'LD',b'ATN',b'DORpm',b'TH',b'IB',b'BS'
683,0,0,b'Medial group of the dorsal thalamus',b'MED',b'MED',b'MED',b'MED',b'DORpm',b'TH',b'IB',b'BS'
684,0,0,b'Intermediodorsal nucleus of the thalamus',b'IMD',b'IMD',b'IMD',b'MED',b'DORpm',b'TH',b'IB',b'BS'
685,0,0,b'Mediodorsal nucleus of thalamus',b'MD',b'MD',b'MD',b'MED',b'DORpm',b'TH',b'IB',b'BS'
686,0,0,"b'Mediodorsal nucleus of the thalamus, central part'",b'MDc',b'MDc',b'MD',b'MED',b'DORpm',b'TH',b'IB',b'BS'
687,0,0,"b'Mediodorsal nucleus of the thalamus, lateral part'",b'MDl',b'MDl',b'MD',b'MED',b'DORpm',b'TH',b'IB',b'BS'
688,0,0,"b'Mediodorsal nucleus of the thalamus, medial part'",b'MDm',b'MDm',b'MD',b'MED',b'DORpm',b'TH',b'IB',b'BS'
689,0,0,b'Submedial nucleus of the thalamus',b'SMT',b'SMT',b'SMT',b'MED',b'DORpm',b'TH',b'IB',b'BS'
690,0,0,b'Perireunensis nucleus',b'PR',b'PR',b'PR',b'MED',b'DORpm',b'TH',b'IB',b'BS'
691,0,0,b'Midline group of the dorsal thalamus',b'MTN',b'MTN',b'MTN',b'MTN',b'DORpm',b'TH',b'IB',b'BS'
692,0,0,b'Paraventricular nucleus of the thalamus',b'PVT',b'PVT',b'PVT',b'MTN',b'DORpm',b'TH',b'IB',b'BS'
693,0,0,b'Parataenial nucleus',b'PT',b'PT',b'PT',b'MTN',b'DORpm',b'TH',b'IB',b'BS'
694,0,0,b'Nucleus of reuniens',b'RE',b'RE',b'RE',b'MTN',b'DORpm',b'TH',b'IB',b'BS'
695,0,0,b'Xiphoid thalamic nucleus',b'Xi',b'Xi',b'Xi',b'MTN',b'DORpm',b'TH',b'IB',b'BS'
696,0,0,b'Intralaminar nuclei of the dorsal thalamus',b'ILM',b'ILM',b'ILM',b'ILM',b'DORpm',b'TH',b'IB',b'BS'
697,0,0,b'Rhomboid nucleus',b'RH',b'RH',b'RH',b'ILM',b'DORpm',b'TH',b'IB',b'BS'
698,0,0,b'Central medial nucleus of the thalamus',b'CM',b'CM',b'CM',b'ILM',b'DORpm',b'TH',b'IB',b'BS'
699,0,0,b'Paracentral nucleus',b'PCN',b'PCN',b'PCN',b'ILM',b'DORpm',b'TH',b'IB',b'BS'
700,0,0,b'Central lateral nucleus of the thalamus',b'CL',b'CL',b'CL',b'ILM',b'DORpm',b'TH',b'IB',b'BS'
701,0,0,b'Parafascicular nucleus',b'PF',b'PF',b'PF',b'ILM',b'DORpm',b'TH',b'IB',b'BS'
702,0,0,b'Posterior intralaminar thalamic nucleus',b'PIL',b'PIL',b'PIL',b'ILM',b'DORpm',b'TH',b'IB',b'BS'
703,0,0,b'Reticular nucleus of the thalamus',b'RT',b'RT',b'RT',b'RT',b'DORpm',b'TH',b'IB',b'BS'
704,0,0,"b'Geniculate group, ventral thalamus'",b'GENv',b'GENv',b'GENv',b'GENv',b'DORpm',b'TH',b'IB',b'BS'
